x_surface,y_surface,z_surface,x_eef,y_eef,z_eef,err_angle
0.011840214,-0.026258723,0.999585058,-0.031930926,-0.0133758,0.999400572,2.614519949
0.012211693,-0.026296477,0.999579597,-0.032277537,-0.013939696,0.999381732,2.645799556
0.012287005,-0.026558528,0.999571745,-0.031992039,-0.013727937,0.999393843,2.64161873
0.012296612,-0.026562632,0.999571518,-0.038141816,-0.015113152,0.999158043,2.963855483
0.012308389,-0.02705619,0.999558135,-0.036537368,-0.017451251,0.999179901,2.852626672
0.012489031,-0.026674795,0.999566146,-0.029526021,-0.014966429,0.99945196,2.499216121
0.012269375,-0.026702075,0.999568138,-0.03323726,-0.01580658,0.999322489,2.681311229
0.012263388,-0.02647652,0.999574211,-0.032256345,-0.014067499,0.999380625,2.648285226
0.012084027,-0.026653569,0.99957169,-0.033179133,-0.016292275,0.99931662,2.660747564
0.012063509,-0.026810188,0.999567749,-0.031607857,-0.01313816,0.999413994,2.622182984
0.012001018,-0.026445871,0.999578207,-0.038078294,-0.017223094,0.999126323,2.918016075
0.011833234,-0.026410122,0.999581152,-0.031027633,-0.015253743,0.999402126,2.537803022
0.011727877,-0.026219452,0.999587414,-0.033077865,-0.01587213,0.999326739,2.635021853
0.011381882,-0.026250425,0.9995906,-0.039137716,-0.016821904,0.999092219,2.945001263
0.011383511,-0.026424414,0.999585997,-0.028803584,-0.011850705,0.999514839,2.449472663
0.011209224,-0.026602306,0.999583248,-0.031987711,-0.014016158,0.999389981,2.578160629
0.010921612,-0.026376294,0.999592422,-0.032860382,-0.015577333,0.999338552,2.583963241
0.010693622,-0.026360621,0.9995953,-0.032957349,-0.015742588,0.999332769,2.574205974
0.010438208,-0.026394005,0.999597119,-0.033081409,-0.015777588,0.999328118,2.566872263
0.009998624,-0.026078363,0.999609897,-0.033151061,-0.015891218,0.99932401,2.54052162
0.009663741,-0.025977536,0.999615816,-0.03209694,-0.013247319,0.999396966,2.501644023
0.009330861,-0.025818787,0.999623092,-0.032038282,-0.014099902,0.999387183,2.463771054
0.008982372,-0.025783448,0.999627196,-0.037319495,-0.014983658,0.999191045,2.724481821
0.008597812,-0.0255892,0.999635569,-0.0297235,-0.013382135,0.999468575,2.304530991
0.008273876,-0.025808446,0.999632666,-0.032235246,-0.013922002,0.999383343,2.4190787
0.007802936,-0.025339551,0.999648449,-0.033839794,-0.016797174,0.999286107,2.435908149
0.007543818,-0.025634427,0.99964292,-0.033252757,-0.015986342,0.999319114,2.402195769
0.007206081,-0.025824761,0.999640512,-0.032046997,-0.013925286,0.999389352,2.35031498
0.007507676,-0.025368608,0.999649973,-0.0319923,-0.013754534,0.999393469,2.359195132
0.006388684,-0.026134089,0.999638032,-0.032093626,-0.013878052,0.999388512,2.314198226
0.006228319,-0.026138484,0.999638929,-0.03209175,-0.014211308,0.999383889,2.299671978
0.005973217,-0.026125984,0.999640812,-0.032410454,-0.013971164,0.99937699,2.307060304
0.005863466,-0.026320696,0.999636354,-0.03367145,-0.016780476,0.999292074,2.330446907
0.006157353,-0.026094808,0.999640509,-0.032184111,-0.013650571,0.999388736,2.309816214
0.006061505,-0.026617234,0.999627321,-0.03735772,-0.01494264,0.999190231,2.57643582
0.005740701,-0.026743772,0.999625837,-0.031031524,-0.01346393,0.99942772,2.240246506
0.005869119,-0.026747159,0.999625001,-0.031921726,-0.013622984,0.999397527,2.292301789
0.005917874,-0.026792055,0.999623511,-0.031861238,-0.013550674,0.999400441,2.293878067
0.006475023,-0.026432359,0.999629634,-0.033446518,-0.016399502,0.999305953,2.358702215
0.006673959,-0.026545599,0.999625325,-0.032744313,-0.015595909,0.999342072,2.344237491
0.006640396,-0.026777517,0.999619362,-0.033039111,-0.015931347,0.999327078,2.357097639
0.006955583,-0.026610108,0.999621689,-0.033069848,-0.015760267,0.999328774,2.376280934
0.007182832,-0.026505518,0.999622861,-0.036822812,-0.014316741,0.999219251,2.616597539
0.007534477,-0.026341859,0.999624599,-0.030661315,-0.013185139,0.999442863,2.314829503
0.00776081,-0.026379628,0.999621871,-0.031940483,-0.0141678,0.999389353,2.38010255
0.008136237,-0.02617431,0.999624283,-0.032192671,-0.01405034,0.99938292,2.413051699
0.008389251,-0.025921054,0.999628791,-0.033568178,-0.016281568,0.999303802,2.466872747
0.00858598,-0.025851227,0.999628929,-0.033066542,-0.015718052,0.999329549,2.456369028
0.008912903,-0.025492391,0.999635283,-0.031691255,-0.0125738,0.999418613,2.44157299
