x_body,y_body,z_body,x_eef,y_eef,z_eef,err_angle
-0.42437266133408663,-0.1396475279321951,0.8946543535101431,-0.3776548044849302,-0.18697899971059775,0.9068713813527657,3.8749170825918178
-0.6798912318659578,-0.0669948774160295,0.730246259306956,-0.48295736931537103,-0.3348679158883861,0.8090832208942073,19.674086042571275
-0.5927753557468854,-0.16591160075987907,0.7880930899027399,-0.41390854923005593,-0.6401382845417405,0.647226922754475,30.49920299114768
-0.23563790247216837,0.10571678144051365,0.966073879700914,-0.30244358604958915,-0.14057885549327823,0.9427435826594975,14.723052150196763
-0.47338880061513794,0.03913083068553519,0.8799839893668638,-0.33320488173159485,-0.4303583434188597,0.8389077440577177,28.46354121388868
-0.6935759426996442,-0.2875430159160388,0.6605084599808001,-0.2753846027291018,-0.7577027129765699,0.5916501663379132,36.90214317669072
-0.1344734687037128,0.04440130508050025,0.9899219213260914,-0.05025179123743864,-0.18647169555263426,0.9811743291766016,14.125399765829574
-0.35983420350332107,-0.21722011871115557,0.9073779620512292,-0.0499431410344738,-0.46064379174973036,0.8861788644433144,22.760287652573773
-0.5466771710509903,-0.519304202474966,0.656861641400627,-0.11863976136153533,-0.8313608204556127,0.5429215350632618,31.437331578796226
-0.2207438831148147,-0.03000226572702911,0.974870248863221,0.036836451353246855,-0.20885780674997356,0.9772520106969799,18.042192862443414
-0.22207746407255788,-0.4802122465562404,0.848573979219555,0.05760608290111172,-0.4929516391570874,0.868147580003038,16.133706262692723
-0.25722191046422116,-0.8047984850436352,0.5349170844613262,0.01891313949024416,-0.8570754333161129,0.514843660503478,16.197305237428267
