x_body,y_body,z_body,x_eef,y_eef,z_eef,err_angle
-0.4261899483880758,-0.08620895645497435,0.9005165982478686,-0.3596170928852339,-0.18521485570310633,0.9145332163085443,6.886934987137751
-0.6078893028555031,-0.21623388461928214,0.7640114545059552,-0.46620674679309854,-0.3534022027598289,0.8110229049349327,11.635517234137609
-0.5125206472349405,-0.41489317108220686,0.7517886955436536,-0.39007724799677074,-0.6184585765653443,0.6821647379248165,14.219776153499422
-0.23652069167599354,-0.012879112790104789,0.9715410906713362,-0.2783802329581309,-0.16279367293203587,0.9465741735075357,9.041407379261383
-0.3688445029950095,-0.24534807694750999,0.8965255455080593,-0.4162578936675746,-0.34320501593234093,0.841985559851424,6.974312418219821
-0.3271009707400088,-0.6663704003545635,0.6700413751942804,-0.2660148970459009,-0.7439938506923396,0.6129512416837438,6.540341409224184
-0.1965770185835807,-0.11162250049917187,0.9741139015264605,-0.04202586838932357,-0.18718540164823752,0.9814252145710909,9.877967351440184
-0.1473899748468585,-0.3651103371081525,0.9192228440652536,-0.05383661375721069,-0.49891679301044256,0.864976099479825,9.869587900141422
-0.13992389617875312,-0.7574752084952245,0.6376931956617329,-0.09012357438237135,-0.833911175186534,0.5444904895767775,7.477799018885262
0.18613193429870026,-0.08307743456560077,0.9790061505936636,0.045995763575570794,-0.19606096983374405,0.979512371458856,10.327802536887136
0.07541640342913031,-0.5040465462251974,0.8603775016423104,0.07342026144087997,-0.5167799061167637,0.8529642394871555,0.8519240188823121
0.10905157174715029,-0.8430595286113589,0.5266482563505451,0.008141269337958987,-0.8564917798902627,0.5160964548550749,5.8665425391845565
