x_surface,y_surface,z_surface,x_eef,y_eef,z_eef,err_angle
-0.011095444,-0.013496441,0.999847357,-0.038507312,-0.016719603,0.999118432,1.582005936
-0.010538477,-0.01442784,0.999840376,-0.038637083,-0.016640828,0.999114737,1.615505454
-0.010265105,-0.012713327,0.999866491,-0.038893497,-0.016129089,0.999113181,1.652541209
-0.009992256,-0.013744759,0.999855608,-0.039572102,-0.016987553,0.999072306,1.705607913
-0.009473655,-0.013368072,0.999865763,-0.039212146,-0.017308502,0.999080989,1.719435032
-0.009145666,-0.013674125,0.999864678,-0.039102158,-0.017648838,0.999079346,1.732073401
-0.008684904,-0.013681321,0.999868688,-0.03885022,-0.017441145,0.999092822,1.742353063
-0.008510173,-0.013740927,0.999869373,-0.038730388,-0.01707233,0.999103845,1.742599091
-0.008301776,-0.013838639,0.999869778,-0.038716737,-0.017028551,0.999105121,1.752823043
-0.008194543,-0.013811213,0.999871042,-0.039370815,-0.016930483,0.999081227,1.795831086
-0.008002187,-0.014263926,0.999866244,-0.034003059,-0.015909049,0.999295099,1.493120134
-0.007952272,-0.014526154,0.999862867,-0.042001768,-0.017744617,0.998959949,1.960366614
-0.007813621,-0.014759983,0.999860535,-0.038825487,-0.017250716,0.99909709,1.783179243
-0.007452474,-0.01428904,0.999870134,-0.038514481,-0.01719152,0.999110147,1.788077526
-0.008127074,-0.014665628,0.999859425,-0.038540533,-0.016753508,0.999116583,1.747250374
-0.007808237,-0.014413692,0.999865629,-0.039110822,-0.016733673,0.999094754,1.799041312
-0.007795226,-0.014218193,0.99986853,-0.039286453,-0.017300794,0.999078204,1.813579346
-0.007828524,-0.013836569,0.999873624,-0.039334526,-0.01747228,0.999073328,1.817795105
-0.007906413,-0.014056354,0.999869945,-0.039230204,-0.017567364,0.999075762,1.806607934
-0.007742912,-0.0140972,0.99987065,-0.038818687,-0.017175306,0.999098653,1.789843349
-0.007982082,-0.014470064,0.999863442,-0.039054522,-0.016464417,0.99910143,1.78458929
-0.00817059,-0.014322815,0.99986404,-0.038758392,-0.016484021,0.999112638,1.757517366
-0.00872263,-0.014133445,0.999862071,-0.039137425,-0.016911128,0.999090724,1.750517689
-0.008767861,-0.014151962,0.999861414,-0.039609732,-0.017235156,0.999066574,1.776571905
-0.009035697,-0.014316244,0.99985669,-0.039474104,-0.017523484,0.999066926,1.754299101
-0.009275852,-0.014631573,0.999849927,-0.03897046,-0.017271527,0.999091086,1.708702737
-0.009513391,-0.014782008,0.999845482,-0.03876094,-0.017174116,0.999100915,1.681958115
-0.009783564,-0.014228027,0.999850911,-0.038761829,-0.01699908,0.999103874,1.668514291
-0.009851479,-0.014664245,0.999843942,-0.039026481,-0.016991654,0.999093698,1.677525806
-0.010138609,-0.014086553,0.999849377,-0.039691467,-0.017287591,0.999062424,1.703817422
-0.010400803,-0.013831483,0.999850245,-0.039417092,-0.017421669,0.999070958,1.675842992
-0.010717068,-0.013477427,0.999851741,-0.039487614,-0.017364744,0.999069164,1.664072352
-0.011291048,-0.012751725,0.999854942,-0.038460556,-0.017086631,0.999114024,1.577008817
-0.011500713,-0.013021322,0.999849078,-0.038466732,-0.016841825,0.999117943,1.561079106
-0.012083718,-0.012691756,0.99984644,-0.038917764,-0.017066155,0.999096669,1.558412692
-0.012445666,-0.012518466,0.999844185,-0.03944913,-0.016794925,0.999080426,1.567126127
-0.01272175,-0.01300229,0.999834535,-0.039320959,-0.017276694,0.999077263,1.544231148
-0.013032861,-0.012771128,0.999833508,-0.039174319,-0.017342173,0.999081889,1.521175013
-0.013309761,-0.013241164,0.999823745,-0.038828198,-0.017276223,0.999096543,1.4808918
-0.013361517,-0.013054011,0.999825516,-0.038389277,-0.016952901,0.999119043,1.451884084
-0.014207125,-0.013337441,0.999810117,-0.038878332,-0.01707229,0.999098099,1.430280854
-0.014185512,-0.0123056,0.999823656,-0.039197683,-0.016700744,0.999091901,1.455691934
-0.014862145,-0.012487316,0.999811574,-0.040008852,-0.016765658,0.999058659,1.462180315
-0.014604378,-0.012027541,0.999821009,-0.039404154,-0.017702757,0.999066527,1.458333662
-0.014872484,-0.01217307,0.999815296,-0.038883462,-0.017449839,0.999091377,1.409203537
-0.015011026,-0.012141026,0.999813615,-0.038588224,-0.017260837,0.999106107,1.382984818
-0.015095669,-0.012049491,0.999813448,-0.03890444,-0.01691124,0.999099822,1.392926905
-0.015165892,-0.012155486,0.999811102,-0.039142638,-0.016744447,0.999093328,1.399340466
-0.015163267,-0.012691317,0.999804484,-0.039485938,-0.01743982,0.999067922,1.4205594
-0.015110832,-0.012506002,0.999807613,-0.039129502,-0.017183426,0.999086389,1.402664457
-0.015064473,-0.012690675,0.999805985,-0.038827182,-0.017237894,0.999097245,1.386835439
-0.014993812,-0.012812459,0.999805494,-0.038346389,-0.016724385,0.999124541,1.357240071
-0.014983958,-0.012211721,0.99981316,-0.038620178,-0.016425589,0.999118953,1.376217023
-0.014807695,-0.01210695,0.99981706,-0.038833563,-0.015740115,0.999121716,1.392835377
-0.01469104,-0.011251032,0.999828779,-0.040074278,-0.018092649,0.999032886,1.506987765
-0.014884085,-0.011516185,0.999822905,-0.039892759,-0.018490591,0.999032865,1.488299352
-0.014612573,-0.011363379,0.999828658,-0.039491706,-0.018240225,0.999053402,1.479629903
-0.014449772,-0.011682556,0.999827346,-0.038826016,-0.01717297,0.999098408,1.432291118
-0.014276853,-0.010890858,0.999838767,-0.040315022,-0.018776999,0.999010572,1.559570806
-0.013674589,-0.010654985,0.999849727,-0.039804871,-0.018843108,0.999029784,1.569691304
-0.013889427,-0.011520571,0.999837167,-0.039596225,-0.017404056,0.999064181,1.511667199
-0.012938443,-0.013409272,0.999826379,-0.039002601,-0.016328909,0.999105682,1.503316707
-0.013771335,-0.009434129,0.999860664,-0.040034895,-0.01870858,0.999023121,1.596632781
-0.013510239,-0.011529514,0.999842259,-0.04026708,-0.018014761,0.999026542,1.578184454
-0.012845605,-0.010868446,0.999858424,-0.040130915,-0.018042349,0.999031523,1.617213047
-0.013233371,-0.011051302,0.999851362,-0.040294567,-0.017657989,0.999031803,1.596773432
-0.013196751,-0.010846001,0.999854094,-0.040582346,-0.018093819,0.999012356,1.623871937
-0.01288759,-0.011053833,0.999855851,-0.040992817,-0.018115854,0.998995198,1.661158242
-0.013112714,-0.011409851,0.999848925,-0.040627066,-0.018378347,0.999005344,1.627003721
-0.012976241,-0.011510721,0.999849549,-0.04036318,-0.018702913,0.999010017,1.623130462
-0.0131823,-0.011796556,0.999843522,-0.039914733,-0.017958184,0.9990417,1.572535657
-0.013242319,-0.011692074,0.999843956,-0.040362519,-0.018073449,0.99902163,1.597056207
-0.013456572,-0.011451655,0.999843878,-0.040722885,-0.018048177,0.999007462,1.608080574
-0.01389766,-0.011327936,0.999839254,-0.036452087,-0.017681707,0.999178964,1.343135471
-0.01414184,-0.011264158,0.99983655,-0.036622324,-0.017627465,0.999173698,1.33921222
-0.014107598,-0.011063429,0.999839275,-0.041399471,-0.018435062,0.998972588,1.620561054
-0.01482817,-0.011418276,0.999824859,-0.040161618,-0.018253221,0.999026458,1.504139271
-0.014629349,-0.011046702,0.999831962,-0.040236928,-0.017745717,0.999032572,1.517316143
-0.015203546,-0.011389194,0.999819553,-0.041667087,-0.017214835,0.998983235,1.553340837
